Employee_ID,Age,Department,Years_Experience,Salary,Remote_Worker,Performance_Score,Attrition
EMP_0467,25.0,Marketing,5.0,105901,No,High,No
EMP_0468,50.0,HR,7.0,84535,No,Medium,No
EMP_0469,25.0,Marketing,2.0,56103,No,High,No
EMP_0470,,Sales,3.0,118278,Yes,Low,No
EMP_0471,22.0,Marketing,1.0,52391,No,High,No
EMP_0472,,HR,3.0,68901,No,Low,No
EMP_0473,22.0,IT,3.0,107914,Yes,High,No
EMP_0474,50.0,Marketing,5.0,90357,Yes,Medium,No
EMP_0475,35.0,Marketing,,78437,No,High,No
EMP_0476,,HR,5.0,75503,No,Medium,No
EMP_0477,22.0,HR,7.0,115403,Yes,Low,Yes
EMP_0478,35.0,Marketing,3.0,81258,No,High,No
EMP_0479,,Sales,5.0,73724,No,Medium,No
EMP_0480,35.0,Marketing,1.0,104286,Yes,Low,No
EMP_0481,35.0,HR,2.0,114842,No,Low,No
EMP_0482,40.0,IT,3.0,54908,Yes,High,No
EMP_0483,30.0,IT,3.0,90626,Yes,Low,No
EMP_0484,35.0,Sales,1.0,77228,Yes,Medium,No
EMP_0485,35.0,Marketing,1.0,63386,Yes,Low,No
EMP_0486,50.0,IT,2.0,86754,No,Low,Yes
EMP_0487,22.0,Marketing,,68302,Yes,Medium,No
EMP_0488,25.0,HR,2.0,100815,No,Low,No
EMP_0489,,IT,3.0,103344,No,Low,No
EMP_0490,50.0,Sales,2.0,75618,No,Low,No
EMP_0491,30.0,HR,5.0,116234,No,Low,No
EMP_0492,35.0,Sales,2.0,101114,No,Medium,No
EMP_0493,25.0,HR,2.0,110130,Yes,Low,No
EMP_0494,25.0,IT,3.0,65525,Yes,Medium,Yes
EMP_0495,30.0,Sales,1.0,119818,Yes,Low,No
EMP_0496,30.0,Sales,1.0,54334,Yes,Low,No
EMP_0497,35.0,HR,2.0,102767,No,Low,No
EMP_0498,22.0,Sales,1.0,46644,Yes,Low,Yes
EMP_0499,,HR,1.0,72933,No,Medium,No
EMP_0500,,HR,2.0,83469,No,Medium,Yes
EMP_0501,40.0,HR,10.0,73687,Yes,Medium,No
EMP_0502,35.0,HR,5.0,92656,Yes,High,Yes
EMP_0503,30.0,IT,3.0,57375,Yes,Low,No
EMP_0504,45.0,HR,2.0,105206,Yes,Low,No
EMP_0505,40.0,Marketing,15.0,76607,No,Medium,No
EMP_0506,25.0,Sales,3.0,63993,No,High,No
EMP_0507,50.0,Marketing,1.0,84386,Yes,Low,Yes
EMP_0508,45.0,IT,5.0,86287,No,Medium,No
EMP_0509,50.0,Marketing,1.0,116312,No,Low,No
EMP_0510,40.0,Sales,2.0,115324,No,Low,No
EMP_0511,35.0,Marketing,3.0,111196,Yes,Medium,Yes
EMP_0512,30.0,IT,10.0,110014,No,Medium,No
EMP_0513,50.0,HR,3.0,48210,Yes,Low,No
EMP_0514,50.0,Marketing,7.0,50922,Yes,Low,No
EMP_0515,22.0,IT,,76289,No,Medium,Yes
EMP_0516,22.0,IT,1.0,73340,No,Low,Yes
EMP_0517,30.0,Sales,2.0,79850,Yes,Low,No
EMP_0518,45.0,Sales,3.0,96984,No,Medium,No
EMP_0519,,Marketing,3.0,51094,No,Low,No
EMP_0520,25.0,HR,3.0,73418,Yes,Low,No
EMP_0521,35.0,IT,15.0,45741,Yes,High,No
EMP_0522,30.0,Marketing,7.0,112374,Yes,Medium,No
EMP_0523,,IT,5.0,108798,Yes,High,No
EMP_0524,45.0,IT,2.0,110532,No,High,No
EMP_0525,45.0,HR,10.0,62164,No,High,Yes
EMP_0526,30.0,HR,,75595,Yes,Low,No
EMP_0527,30.0,Marketing,10.0,70257,Yes,Low,No
EMP_0528,25.0,HR,1.0,54211,Yes,High,No
EMP_0529,22.0,HR,5.0,45232,No,High,No
EMP_0530,50.0,Marketing,1.0,107753,Yes,High,Yes
EMP_0531,45.0,HR,2.0,92691,No,Low,No
EMP_0532,,Sales,1.0,119768,Yes,High,No
EMP_0533,,IT,5.0,65613,Yes,High,No
EMP_0534,35.0,IT,5.0,54026,Yes,Medium,No
EMP_0535,45.0,IT,1.0,93535,No,Medium,Yes
EMP_0536,50.0,IT,3.0,70908,No,Low,No
EMP_0537,45.0,Marketing,3.0,92113,No,Medium,Yes
EMP_0538,25.0,IT,3.0,59610,Yes,Medium,No
EMP_0539,30.0,IT,1.0,86646,No,Medium,No
EMP_0540,25.0,IT,3.0,103185,No,Low,No
EMP_0541,,IT,7.0,112567,Yes,Medium,No
EMP_0542,35.0,Sales,1.0,87574,Yes,Low,No
EMP_0543,25.0,IT,1.0,76182,No,High,No
EMP_0544,40.0,Sales,3.0,40570,No,Medium,No
EMP_0545,35.0,Marketing,15.0,59288,No,Low,No
EMP_0546,30.0,HR,5.0,118824,No,Medium,No
EMP_0547,25.0,IT,5.0,69877,Yes,High,No
EMP_0548,40.0,HR,3.0,40917,Yes,Low,No
EMP_0549,35.0,HR,5.0,115602,Yes,Low,Yes
EMP_0550,45.0,Marketing,1.0,104575,No,Low,No
EMP_0551,35.0,HR,5.0,112518,No,High,Yes
EMP_0552,50.0,Sales,15.0,79104,Yes,High,No
EMP_0553,35.0,HR,5.0,58062,Yes,High,Yes
EMP_0554,35.0,HR,10.0,56999,No,Low,No
EMP_0555,50.0,HR,7.0,101845,No,High,No
EMP_0556,30.0,IT,1.0,49941,Yes,Medium,No
EMP_0557,25.0,IT,15.0,101169,Yes,High,No
EMP_0558,22.0,Sales,1.0,63470,Yes,Low,No
EMP_0559,45.0,Sales,3.0,99821,No,Medium,No
EMP_0560,35.0,IT,1.0,84435,No,High,No
EMP_0561,40.0,Sales,1.0,44529,No,Medium,Yes
EMP_0562,25.0,IT,3.0,52192,No,Medium,No
EMP_0563,25.0,Marketing,2.0,114102,No,Low,No
EMP_0564,22.0,HR,3.0,112762,No,Medium,No
EMP_0565,30.0,HR,5.0,74087,Yes,Medium,No
EMP_0566,35.0,Sales,1.0,106677,Yes,Low,No
EMP_0567,30.0,IT,1.0,44627,No,Low,Yes
EMP_0568,30.0,IT,5.0,96541,Yes,Low,No
EMP_0569,50.0,Sales,2.0,108226,No,Medium,No
EMP_0570,30.0,IT,7.0,43255,Yes,Medium,No
EMP_0571,35.0,Marketing,5.0,97433,No,Medium,No
EMP_0572,45.0,HR,10.0,45213,Yes,Low,No
EMP_0573,30.0,Sales,5.0,59404,Yes,High,No
EMP_0574,35.0,Sales,3.0,65380,No,Medium,No
EMP_0575,50.0,IT,5.0,59173,No,High,Yes
EMP_0576,50.0,Sales,2.0,93027,Yes,Low,No
EMP_0577,25.0,Marketing,2.0,63989,Yes,Medium,No
EMP_0578,50.0,IT,7.0,64519,No,High,No
EMP_0579,30.0,IT,3.0,62439,Yes,Medium,No
EMP_0580,25.0,IT,7.0,116949,No,Medium,Yes
EMP_0581,30.0,IT,10.0,54995,No,Medium,Yes
EMP_0582,,Marketing,10.0,63559,Yes,High,No
EMP_0583,30.0,IT,15.0,45021,No,Low,Yes
EMP_0584,30.0,Sales,3.0,61119,Yes,Medium,No
EMP_0585,35.0,Marketing,2.0,91539,Yes,Low,Yes
EMP_0586,25.0,HR,5.0,79350,No,Low,Yes
EMP_0587,22.0,HR,3.0,86223,Yes,High,No
EMP_0588,25.0,Sales,5.0,65517,No,High,No
EMP_0589,25.0,Sales,7.0,118653,No,Low,No
EMP_0590,25.0,Marketing,5.0,62250,No,Medium,No
EMP_0591,25.0,HR,3.0,106798,Yes,High,No
EMP_0592,35.0,HR,2.0,94199,No,Medium,No
EMP_0593,25.0,HR,3.0,99546,Yes,Medium,No
EMP_0594,30.0,HR,1.0,43327,No,Medium,No
EMP_0595,50.0,HR,10.0,69768,No,Low,Yes
EMP_0596,30.0,IT,2.0,104418,No,Medium,No
EMP_0597,40.0,Sales,2.0,82788,Yes,Low,No
EMP_0598,25.0,IT,1.0,86830,Yes,Low,No
EMP_0599,25.0,HR,5.0,92446,No,Medium,No
EMP_0600,22.0,Marketing,5.0,55160,No,Medium,No
EMP_0601,25.0,Marketing,2.0,96583,Yes,Medium,No
EMP_0602,25.0,HR,1.0,73998,Yes,Medium,No
EMP_0603,25.0,HR,3.0,67230,Yes,Low,No
EMP_0604,22.0,Marketing,2.0,49076,No,Medium,No
EMP_0605,25.0,IT,5.0,109341,Yes,Medium,No
EMP_0606,30.0,IT,5.0,71085,No,Low,No
EMP_0607,25.0,HR,3.0,95571,Yes,High,No
EMP_0608,30.0,IT,2.0,54715,No,High,Yes
EMP_0609,35.0,Marketing,,45750,No,Low,Yes
EMP_0610,40.0,IT,3.0,118768,No,High,No
EMP_0611,22.0,HR,5.0,75903,Yes,Low,No
EMP_0612,45.0,Marketing,1.0,112489,Yes,Medium,No
EMP_0613,35.0,IT,3.0,72093,Yes,Medium,No
EMP_0614,22.0,Sales,1.0,74314,No,High,No
EMP_0615,50.0,Marketing,3.0,88225,No,Medium,No
EMP_0616,50.0,Marketing,,75179,Yes,High,No
EMP_0617,22.0,Sales,3.0,65338,No,High,Yes
EMP_0618,25.0,Sales,1.0,109681,No,Medium,No
EMP_0619,45.0,Marketing,1.0,72101,No,Medium,Yes
EMP_0620,40.0,Sales,3.0,42775,Yes,High,No
EMP_0621,25.0,HR,2.0,85619,No,Medium,No
EMP_0622,25.0,HR,1.0,85838,Yes,Low,No
EMP_0623,30.0,HR,7.0,59539,Yes,Medium,No
EMP_0624,30.0,Marketing,3.0,97124,Yes,Medium,No
EMP_0625,35.0,Sales,2.0,105149,Yes,Low,No
EMP_0626,30.0,Sales,15.0,66616,Yes,Medium,Yes
EMP_0627,30.0,IT,1.0,119655,No,Medium,No
EMP_0628,40.0,IT,,94567,Yes,High,No
EMP_0629,22.0,Sales,2.0,77099,Yes,Medium,No
EMP_0630,25.0,Sales,10.0,115831,Yes,Medium,No
EMP_0631,40.0,Sales,5.0,101799,No,Low,Yes
EMP_0632,50.0,Marketing,10.0,65479,No,High,Yes
EMP_0633,35.0,Sales,,86172,No,High,No
EMP_0634,35.0,IT,2.0,95863,No,High,No
EMP_0635,25.0,Marketing,,82043,Yes,Medium,No
EMP_0636,30.0,Sales,3.0,55408,Yes,High,No
EMP_0637,35.0,IT,3.0,97980,No,Low,No
EMP_0638,25.0,Marketing,2.0,56351,No,High,No
EMP_0639,25.0,Sales,3.0,44131,No,Low,No
EMP_0640,30.0,Sales,2.0,84825,No,High,No
EMP_0641,22.0,Sales,5.0,51349,Yes,High,No
EMP_0642,30.0,Marketing,3.0,100931,No,Low,No
EMP_0643,25.0,IT,7.0,84254,No,High,Yes
EMP_0644,30.0,IT,10.0,78225,No,High,No
EMP_0645,25.0,HR,3.0,52453,No,High,No
EMP_0646,50.0,Sales,2.0,58814,No,Medium,No
EMP_0647,35.0,HR,2.0,58263,No,Low,Yes
EMP_0648,40.0,HR,2.0,117694,No,High,No
EMP_0649,45.0,IT,1.0,55735,Yes,Low,Yes
EMP_0650,30.0,Marketing,2.0,55830,Yes,Low,Yes
EMP_0651,22.0,Marketing,2.0,87893,Yes,Low,No
EMP_0652,35.0,IT,,84673,Yes,High,No
EMP_0653,35.0,Marketing,5.0,85066,Yes,High,No
EMP_0654,40.0,HR,2.0,43373,Yes,Low,No
EMP_0655,30.0,Sales,5.0,50335,No,Medium,Yes
EMP_0656,25.0,IT,1.0,63741,No,Low,No
EMP_0657,25.0,Sales,3.0,50692,Yes,Medium,No
EMP_0658,30.0,Marketing,5.0,87295,No,Low,No
EMP_0659,35.0,Sales,3.0,85541,Yes,Low,No
EMP_0660,35.0,Marketing,3.0,74057,No,Low,No
EMP_0661,30.0,Marketing,,106983,No,High,No
EMP_0662,,HR,10.0,59583,No,Medium,Yes
EMP_0663,35.0,Marketing,5.0,62765,No,Medium,No
EMP_0664,25.0,HR,5.0,99287,No,Low,No
EMP_0665,25.0,HR,5.0,63906,No,High,Yes
EMP_0666,25.0,HR,2.0,119675,Yes,High,No
EMP_0667,25.0,IT,3.0,86525,Yes,Medium,No
EMP_0668,25.0,IT,1.0,78230,No,High,No
EMP_0669,25.0,Marketing,3.0,59520,Yes,Medium,Yes
EMP_0670,25.0,HR,3.0,91934,No,Medium,No
EMP_0671,25.0,IT,2.0,65566,Yes,Medium,No
EMP_0672,50.0,HR,,113193,No,High,No
EMP_0673,22.0,Sales,15.0,70134,Yes,Medium,No
EMP_0674,35.0,Sales,7.0,50345,No,Medium,No
EMP_0675,30.0,Sales,3.0,81185,Yes,Low,No
EMP_0676,,Marketing,10.0,110744,No,Medium,No
EMP_0677,25.0,HR,1.0,73455,Yes,Medium,No
EMP_0678,30.0,Sales,7.0,68018,No,Low,No
EMP_0679,,IT,1.0,94219,No,Low,No
EMP_0680,50.0,Sales,7.0,85991,No,High,Yes
EMP_0681,45.0,Sales,2.0,113616,Yes,Medium,No
EMP_0682,25.0,Sales,10.0,49486,Yes,High,No
EMP_0683,25.0,Marketing,15.0,78862,Yes,High,No
EMP_0684,40.0,IT,1.0,98870,No,Low,No
EMP_0685,50.0,HR,3.0,83856,Yes,High,No
EMP_0686,35.0,IT,,71379,No,Medium,No
EMP_0687,35.0,HR,3.0,104729,Yes,Low,No
EMP_0688,25.0,Marketing,10.0,68378,Yes,Medium,No
EMP_0689,45.0,Marketing,5.0,94353,Yes,Medium,No
EMP_0690,25.0,Marketing,3.0,89996,Yes,Low,No
EMP_0691,30.0,Marketing,2.0,54031,No,Medium,No
EMP_0692,30.0,HR,2.0,105982,Yes,Low,No
EMP_0693,35.0,Sales,7.0,76683,Yes,Medium,No
EMP_0694,25.0,HR,3.0,57618,No,Low,No
EMP_0695,25.0,IT,3.0,46587,No,High,No
EMP_0696,35.0,Marketing,3.0,102790,Yes,Medium,No
EMP_0697,25.0,Marketing,5.0,71480,Yes,Low,No
EMP_0698,35.0,IT,10.0,60527,No,Medium,No
EMP_0699,25.0,HR,,63569,No,Medium,No
EMP_0700,30.0,Sales,3.0,51151,No,Medium,Yes
EMP_0701,35.0,Sales,10.0,111094,Yes,Low,No
EMP_0702,22.0,IT,7.0,99174,Yes,High,No
EMP_0703,30.0,Sales,5.0,84739,Yes,High,No
EMP_0704,25.0,HR,,72954,No,High,No
EMP_0705,22.0,HR,2.0,75303,No,Low,No
EMP_0706,,IT,1.0,74700,No,High,No
EMP_0707,30.0,HR,10.0,107568,Yes,Low,No
EMP_0708,45.0,Marketing,3.0,106788,No,Medium,No
EMP_0709,25.0,IT,10.0,111045,Yes,Medium,Yes
EMP_0710,40.0,HR,10.0,77842,No,High,No
EMP_0711,45.0,IT,1.0,53900,Yes,Low,No
EMP_0712,35.0,Sales,10.0,41881,Yes,Medium,No
EMP_0713,30.0,HR,3.0,73037,No,Low,No
EMP_0714,30.0,Marketing,3.0,41630,Yes,Low,No
EMP_0715,30.0,HR,5.0,60789,No,Medium,No
EMP_0716,50.0,IT,15.0,86151,Yes,Low,No
EMP_0717,45.0,IT,1.0,88920,No,Medium,No
EMP_0718,,HR,3.0,107231,No,Medium,No
EMP_0719,25.0,Marketing,5.0,43262,Yes,Medium,No
EMP_0720,40.0,Marketing,7.0,106981,No,Low,No
EMP_0721,50.0,Marketing,5.0,115485,Yes,Medium,No
EMP_0722,25.0,IT,1.0,94722,No,Low,No
EMP_0723,22.0,HR,2.0,90818,No,Medium,No
EMP_0724,40.0,Sales,3.0,69932,No,Medium,No
EMP_0725,35.0,IT,10.0,46901,No,High,Yes
EMP_0726,45.0,Marketing,2.0,48597,Yes,High,No
EMP_0727,25.0,HR,2.0,103909,No,High,No
EMP_0728,45.0,Marketing,,112391,No,Low,Yes
EMP_0729,25.0,Sales,1.0,48263,Yes,Low,Yes
EMP_0730,25.0,Marketing,,103293,Yes,Medium,Yes
EMP_0731,25.0,Marketing,5.0,65805,Yes,Medium,No
EMP_0732,45.0,Sales,10.0,51874,Yes,Medium,No
EMP_0733,40.0,HR,2.0,54079,Yes,Medium,No
EMP_0734,35.0,IT,1.0,89850,Yes,Low,Yes
EMP_0735,30.0,HR,7.0,112779,No,Medium,Yes
EMP_0736,50.0,Sales,10.0,49018,Yes,Medium,No
EMP_0737,30.0,Marketing,7.0,89500,No,High,No
EMP_0738,45.0,HR,1.0,52100,Yes,Medium,No
EMP_0739,30.0,IT,7.0,97021,No,Medium,Yes
EMP_0740,30.0,Sales,7.0,59800,No,Medium,No
EMP_0741,30.0,HR,5.0,103400,No,Low,No
EMP_0742,30.0,IT,7.0,69437,Yes,High,No
EMP_0743,40.0,Sales,10.0,116537,Yes,Medium,No
EMP_0744,35.0,IT,5.0,86675,Yes,Medium,No
EMP_0745,25.0,Sales,1.0,59942,Yes,High,No
EMP_0746,50.0,Marketing,3.0,60862,No,Medium,No
EMP_0747,30.0,HR,1.0,51669,Yes,Low,No
EMP_0748,35.0,IT,3.0,93772,No,Medium,No
EMP_0749,50.0,Sales,3.0,55916,No,Low,Yes
EMP_0750,35.0,IT,1.0,50878,Yes,Low,No
EMP_0751,25.0,IT,2.0,42985,Yes,Medium,No
EMP_0752,50.0,HR,1.0,113648,Yes,High,No
EMP_0753,35.0,Marketing,10.0,81235,No,Low,No
EMP_0754,30.0,IT,15.0,58931,Yes,High,No
EMP_0755,25.0,Sales,1.0,40336,No,Medium,Yes
EMP_0756,45.0,Sales,,82933,Yes,Low,No
EMP_0757,35.0,Marketing,3.0,85536,No,Medium,No
EMP_0758,35.0,Sales,2.0,109504,Yes,High,No
EMP_0759,50.0,Marketing,1.0,91148,Yes,Medium,Yes
EMP_0760,45.0,Sales,3.0,56279,No,Medium,No
EMP_0761,25.0,HR,7.0,108665,Yes,Low,No
EMP_0762,30.0,IT,7.0,111386,Yes,Medium,No
EMP_0763,25.0,HR,1.0,117485,Yes,Medium,No
EMP_0764,40.0,IT,1.0,114055,Yes,Medium,No
EMP_0765,22.0,IT,3.0,117273,Yes,Low,No
EMP_0766,35.0,IT,2.0,106670,Yes,High,No
EMP_0767,45.0,HR,2.0,116474,Yes,High,Yes
EMP_0768,50.0,IT,2.0,94028,No,Medium,Yes
EMP_0769,30.0,HR,10.0,111128,No,Low,No
EMP_0770,45.0,Marketing,15.0,58108,Yes,Medium,No
EMP_0771,25.0,Sales,3.0,92495,Yes,High,No
EMP_0772,45.0,Sales,15.0,116533,Yes,Low,No
EMP_0773,25.0,IT,2.0,96830,No,High,No
EMP_0774,30.0,HR,3.0,114640,No,High,No
EMP_0775,45.0,Sales,2.0,92509,Yes,Low,No
EMP_0776,25.0,HR,5.0,106406,No,Low,No
EMP_0777,25.0,HR,,79519,Yes,Medium,No
EMP_0778,40.0,IT,5.0,89649,Yes,Medium,No
EMP_0779,40.0,Sales,3.0,74524,Yes,High,No
EMP_0780,35.0,IT,5.0,73885,Yes,Low,No
EMP_0781,40.0,IT,1.0,84369,No,Low,No
EMP_0782,35.0,Sales,10.0,70676,No,Medium,No
EMP_0783,25.0,Sales,3.0,104093,Yes,High,Yes
EMP_0784,30.0,Marketing,3.0,87764,No,High,No
EMP_0785,25.0,Marketing,5.0,90799,No,Medium,No
EMP_0786,50.0,HR,5.0,119414,Yes,Low,Yes
EMP_0787,35.0,Sales,1.0,112307,No,Medium,No
EMP_0788,30.0,Marketing,5.0,71923,Yes,Medium,No
EMP_0789,30.0,HR,2.0,118388,Yes,Medium,No
EMP_0790,50.0,HR,7.0,87574,Yes,Medium,No
EMP_0791,25.0,HR,10.0,83391,Yes,Low,No
EMP_0792,35.0,Marketing,10.0,93664,No,Medium,No
EMP_0793,35.0,Sales,5.0,107384,Yes,Low,No
EMP_0794,35.0,IT,3.0,71027,No,Medium,No
EMP_0795,22.0,HR,1.0,75464,Yes,High,Yes
EMP_0796,50.0,Marketing,7.0,74485,Yes,Low,No
EMP_0797,50.0,Marketing,2.0,59456,No,High,Yes
EMP_0798,35.0,IT,3.0,114795,Yes,Medium,No
EMP_0799,40.0,IT,2.0,75554,No,Medium,No
EMP_0800,50.0,Marketing,1.0,86922,No,Medium,No
EMP_0801,40.0,Sales,5.0,53409,Yes,Low,No
EMP_0802,25.0,IT,1.0,109327,Yes,High,No
EMP_0803,35.0,Marketing,7.0,76639,Yes,Low,No
EMP_0804,35.0,IT,2.0,103627,Yes,Low,No
EMP_0805,30.0,Sales,1.0,59692,Yes,Medium,No
EMP_0806,40.0,HR,3.0,118840,Yes,High,No
EMP_0807,50.0,IT,1.0,94200,No,Medium,Yes
EMP_0808,50.0,Sales,2.0,97415,No,Low,No
EMP_0809,30.0,Marketing,7.0,58074,Yes,Medium,Yes
EMP_0810,25.0,IT,1.0,55549,No,High,No
EMP_0811,,IT,10.0,69963,No,Medium,Yes
EMP_0812,45.0,Marketing,1.0,92265,Yes,High,Yes
EMP_0813,25.0,HR,2.0,56061,Yes,High,No
EMP_0814,50.0,Marketing,7.0,98226,No,Medium,No
EMP_0815,50.0,IT,2.0,68810,Yes,Low,Yes
EMP_0816,35.0,Marketing,1.0,100006,No,Medium,No
EMP_0817,35.0,Sales,3.0,62800,Yes,Low,No
EMP_0818,30.0,Marketing,2.0,115476,No,Low,No
EMP_0819,22.0,IT,10.0,109460,No,Medium,Yes
EMP_0820,30.0,Marketing,2.0,97767,No,Low,No
EMP_0821,45.0,HR,7.0,68054,No,Low,No
EMP_0822,22.0,Marketing,10.0,115319,Yes,Medium,Yes
EMP_0823,30.0,HR,3.0,85397,Yes,Medium,No
EMP_0824,30.0,Sales,15.0,53233,No,Medium,No
EMP_0825,35.0,HR,3.0,65068,No,Low,No
EMP_0826,50.0,Marketing,,105727,Yes,High,No
EMP_0827,30.0,IT,1.0,110453,Yes,Low,No
EMP_0828,30.0,HR,5.0,65832,No,High,No
EMP_0829,40.0,Sales,3.0,53682,No,Medium,No
EMP_0830,30.0,HR,3.0,63383,No,High,No
EMP_0831,25.0,HR,5.0,98160,No,Medium,No
EMP_0832,30.0,HR,7.0,63666,No,Medium,No
EMP_0833,25.0,Sales,1.0,98817,Yes,High,No
EMP_0834,25.0,Marketing,2.0,74642,No,Medium,No
EMP_0835,30.0,HR,7.0,81830,Yes,High,No
EMP_0836,30.0,HR,5.0,50234,Yes,Medium,No
EMP_0837,50.0,IT,,97616,Yes,Low,No
EMP_0838,30.0,Sales,7.0,49221,No,Low,No
EMP_0839,35.0,HR,,51410,Yes,Medium,No
EMP_0840,35.0,Sales,7.0,101413,Yes,Medium,Yes
EMP_0841,22.0,HR,2.0,41051,Yes,High,No
EMP_0842,40.0,Marketing,1.0,115301,Yes,Low,No
EMP_0843,25.0,Marketing,7.0,116918,No,High,No
EMP_0844,,HR,5.0,118116,No,Medium,No
EMP_0845,25.0,Marketing,1.0,96563,Yes,Medium,No
EMP_0846,30.0,HR,3.0,84757,Yes,High,Yes
EMP_0847,22.0,Marketing,,117475,No,Medium,Yes
EMP_0848,,IT,3.0,91257,No,Low,No
EMP_0849,35.0,IT,3.0,40307,No,High,Yes
EMP_0850,35.0,IT,3.0,96889,Yes,Low,No
EMP_0851,22.0,Sales,2.0,108895,No,Low,No
EMP_0852,40.0,Sales,3.0,75944,Yes,Low,No
EMP_0853,25.0,IT,3.0,78134,Yes,High,Yes
EMP_0854,50.0,Sales,1.0,67323,No,Medium,No
EMP_0855,25.0,Marketing,7.0,111762,Yes,Low,No
EMP_0856,25.0,HR,3.0,65954,No,Low,No
EMP_0857,22.0,HR,10.0,95021,Yes,Low,No
EMP_0858,30.0,HR,10.0,119866,No,Medium,No
EMP_0859,35.0,IT,2.0,110427,Yes,Medium,No
EMP_0860,22.0,Sales,5.0,44992,Yes,High,No
EMP_0861,45.0,Marketing,3.0,41961,No,Medium,No
EMP_0862,30.0,Marketing,10.0,52497,No,High,No
EMP_0863,35.0,IT,2.0,72551,No,High,No
EMP_0864,30.0,Marketing,5.0,116384,No,High,No
EMP_0865,30.0,Marketing,5.0,95755,Yes,High,No
EMP_0866,35.0,Marketing,2.0,53255,No,High,No
EMP_0867,25.0,Marketing,1.0,44567,No,Low,Yes
EMP_0868,25.0,Sales,5.0,88847,Yes,Medium,No
EMP_0869,50.0,Marketing,7.0,88003,No,Low,Yes
EMP_0870,50.0,HR,2.0,60389,No,High,Yes
EMP_0871,30.0,IT,5.0,84523,Yes,Medium,No
EMP_0872,25.0,Sales,3.0,101576,No,Low,No
EMP_0873,35.0,Marketing,7.0,83919,No,Low,No
EMP_0874,30.0,Sales,2.0,43358,No,High,No
EMP_0875,22.0,Marketing,10.0,116524,No,Low,Yes
EMP_0876,25.0,HR,2.0,45698,No,Low,No
EMP_0877,40.0,IT,3.0,106809,No,Low,Yes
EMP_0878,40.0,Marketing,1.0,95805,Yes,Low,No
EMP_0879,22.0,Marketing,1.0,71349,No,Low,No
EMP_0880,25.0,Marketing,3.0,116777,Yes,High,No
EMP_0881,25.0,Marketing,2.0,90248,Yes,High,No
EMP_0882,40.0,IT,10.0,115033,Yes,Low,No
EMP_0883,22.0,IT,1.0,84041,Yes,High,No
EMP_0884,25.0,HR,3.0,71954,No,High,No
EMP_0885,45.0,IT,2.0,48002,No,Medium,No
EMP_0886,25.0,Marketing,1.0,109783,No,Low,No
EMP_0887,40.0,HR,1.0,59738,Yes,High,Yes
EMP_0888,25.0,HR,3.0,50703,No,High,No
EMP_0889,22.0,HR,3.0,89422,No,Low,No
EMP_0890,25.0,Marketing,3.0,101899,No,Medium,No
EMP_0891,40.0,Sales,3.0,52392,Yes,Low,No
EMP_0892,50.0,Marketing,5.0,84724,Yes,Medium,No
EMP_0893,45.0,IT,1.0,72299,No,Low,No
EMP_0894,30.0,IT,3.0,55641,Yes,Low,No
EMP_0895,40.0,Marketing,,119534,Yes,Low,No
EMP_0896,25.0,Marketing,3.0,46305,No,Low,No
EMP_0897,25.0,HR,5.0,58782,Yes,Medium,No
EMP_0898,50.0,Marketing,2.0,118257,Yes,Medium,No
EMP_0899,22.0,HR,7.0,117963,No,High,No
EMP_0900,22.0,IT,7.0,60566,Yes,Low,No
EMP_0901,25.0,HR,3.0,107766,Yes,Medium,No
EMP_0902,22.0,Marketing,,46511,Yes,Medium,No
EMP_0903,25.0,IT,1.0,66177,Yes,Medium,No
EMP_0904,35.0,Sales,1.0,44765,Yes,Low,Yes
EMP_0905,30.0,HR,7.0,60354,Yes,High,No
EMP_0906,50.0,IT,10.0,63929,Yes,Medium,No
EMP_0907,45.0,HR,1.0,68820,Yes,Low,Yes
EMP_0908,30.0,IT,2.0,69523,No,Medium,Yes
EMP_0909,25.0,IT,1.0,111088,No,Medium,No
EMP_0910,30.0,HR,2.0,106163,No,High,Yes
EMP_0911,35.0,Sales,7.0,117525,No,Medium,No
EMP_0912,25.0,IT,3.0,53780,Yes,Medium,No
EMP_0913,35.0,IT,2.0,46589,No,Low,No
EMP_0914,30.0,IT,3.0,74812,No,Low,No
EMP_0915,35.0,Sales,1.0,85939,Yes,High,No
EMP_0916,30.0,Sales,2.0,91493,Yes,Low,No
EMP_0917,25.0,Marketing,5.0,80953,Yes,Low,No
EMP_0918,50.0,HR,,105785,Yes,High,No
EMP_0919,45.0,Sales,10.0,59309,Yes,Medium,No
EMP_0920,25.0,HR,1.0,94195,No,High,No
EMP_0921,50.0,Marketing,10.0,65901,Yes,Low,Yes
EMP_0922,30.0,HR,7.0,63576,No,High,No
EMP_0923,50.0,Sales,7.0,71508,No,Medium,Yes
EMP_0924,45.0,HR,3.0,114711,Yes,High,No
EMP_0925,30.0,Sales,3.0,65464,No,Low,No
EMP_0926,22.0,HR,2.0,100281,No,Low,No
EMP_0927,25.0,Sales,1.0,56260,Yes,High,No
EMP_0928,35.0,Sales,2.0,75440,No,Medium,Yes
EMP_0929,35.0,HR,2.0,96683,No,High,No
EMP_0930,25.0,Marketing,3.0,81430,No,Medium,No
EMP_0931,25.0,IT,7.0,41987,Yes,Medium,No
EMP_0932,45.0,Marketing,3.0,65105,Yes,High,No
