Employee_ID,Age,Years_Experience,Salary,Attrition,Department_HR,Department_IT,Department_Marketing,Department_Sales,Remote_Worker_No,Remote_Worker_Yes,Performance_High,Performance_Low,Performance_Medium
EMP_0359,50.0,3.0,42890,Yes,1,0,0,0,1,0,False,True,False
EMP_0360,35.0,7.0,48026,Yes,0,0,0,1,0,1,True,False,False
EMP_0361,30.0,5.0,104925,No,1,0,0,0,0,1,True,False,False
EMP_0362,35.0,5.0,108842,No,0,1,0,0,1,0,True,False,False
EMP_0363,30.0,3.0,73665,No,0,0,0,1,0,1,False,True,False
EMP_0364,35.0,10.0,49277,No,0,1,0,0,0,1,True,False,False
EMP_0365,50.0,3.0,82239,No,0,1,0,0,1,0,True,False,False
EMP_0366,30.0,3.0,87664,Yes,0,0,1,0,1,0,False,False,True
EMP_0367,33.69500438212095,5.0,88008,Yes,1,0,0,0,0,1,False,False,True
EMP_0368,50.0,1.0,54683,No,0,0,0,1,1,0,False,True,False
EMP_0369,25.0,5.0,40670,No,0,1,0,0,0,1,False,False,True
EMP_0370,22.0,2.0,57889,No,0,1,0,0,0,1,False,False,True
EMP_0371,25.0,5.0,95612,No,0,0,0,1,0,1,True,False,False
EMP_0372,22.0,1.0,84535,No,0,1,0,0,1,0,True,False,False
EMP_0373,22.0,2.0,118542,No,0,0,1,0,1,0,False,False,True
EMP_0374,40.0,10.0,94319,No,0,0,1,0,0,1,False,False,True
EMP_0375,22.0,2.0,61639,No,0,0,1,0,0,1,False,False,True
EMP_0376,30.0,10.0,104712,No,0,0,1,0,1,0,False,True,False
EMP_0377,45.0,2.0,56633,No,0,1,0,0,1,0,False,True,False
EMP_0378,22.0,5.0,74660,No,0,0,0,1,1,0,False,True,False
EMP_0379,45.0,5.0,108975,No,0,0,0,1,0,1,False,False,True
EMP_0380,25.0,3.0,72172,Yes,0,0,0,1,1,0,False,False,True
EMP_0381,25.0,2.0,99197,No,0,0,0,1,1,0,False,True,False
EMP_0382,40.0,2.0,98847,Yes,1,0,0,0,0,1,False,True,False
EMP_0383,35.0,1.0,51577,No,0,0,0,1,0,1,False,False,True
EMP_0384,50.0,2.0,117299,No,1,0,0,0,0,1,True,False,False
EMP_0385,40.0,5.0,60176,No,1,0,0,0,1,0,False,True,False
EMP_0386,45.0,15.0,84386,No,0,0,1,0,0,1,False,False,True
EMP_0387,25.0,10.0,103972,No,1,0,0,0,0,1,False,False,True
EMP_0388,25.0,7.0,81003,No,0,1,0,0,0,1,True,False,False
EMP_0389,45.0,7.0,59996,No,1,0,0,0,0,1,False,False,True
EMP_0390,45.0,5.0,75931,No,0,0,1,0,1,0,False,False,True
EMP_0391,33.69500438212095,2.0,75710,Yes,1,0,0,0,0,1,False,True,False
EMP_0392,30.0,15.0,74693,No,0,1,0,0,1,0,False,True,False
EMP_0393,30.0,5.0,75740,No,0,1,0,0,1,0,True,False,False
EMP_0394,45.0,5.0,117241,No,0,1,0,0,1,0,True,False,False
EMP_0395,30.0,1.0,116502,No,0,0,1,0,0,1,False,False,True
EMP_0396,50.0,3.0,57374,No,0,0,1,0,1,0,False,True,False
EMP_0397,50.0,3.0,116674,No,0,0,0,1,0,1,True,False,False
EMP_0398,30.0,10.0,85913,No,0,0,1,0,0,1,True,False,False
EMP_0399,45.0,3.0,106025,Yes,0,1,0,0,0,1,True,False,False
EMP_0400,45.0,3.0,84516,No,0,1,0,0,1,0,False,False,True
EMP_0401,25.0,3.0,66069,No,0,0,1,0,0,1,False,True,False
EMP_0402,50.0,1.0,96233,No,1,0,0,0,0,1,True,False,False
EMP_0403,35.0,3.0,99049,No,0,0,1,0,0,1,False,True,False
EMP_0404,45.0,1.0,79178,Yes,0,0,1,0,1,0,True,False,False
EMP_0405,30.0,7.0,72821,Yes,0,1,0,0,1,0,True,False,False
EMP_0406,50.0,15.0,91727,No,0,0,0,1,1,0,False,True,False
EMP_0407,30.0,2.0,100935,No,0,1,0,0,0,1,False,True,False
EMP_0408,22.0,10.0,56999,No,0,0,0,1,1,0,False,True,False
EMP_0409,50.0,2.0,102522,Yes,0,1,0,0,0,1,False,False,True
EMP_0410,22.0,15.0,78712,No,0,0,1,0,0,1,True,False,False
EMP_0411,30.0,7.0,104551,Yes,0,1,0,0,1,0,False,False,True
EMP_0412,33.69500438212095,10.0,80172,No,0,1,0,0,0,1,False,True,False
EMP_0413,33.69500438212095,1.0,73722,No,0,1,0,0,1,0,True,False,False
EMP_0414,35.0,3.0,50625,No,0,0,1,0,0,1,False,False,True
EMP_0415,35.0,7.0,107165,Yes,0,0,1,0,1,0,True,False,False
EMP_0416,30.0,2.0,116509,No,0,0,1,0,0,1,False,False,True
EMP_0417,25.0,10.0,46859,No,0,0,1,0,0,1,False,True,False
EMP_0418,30.0,2.0,81609,No,0,0,0,1,0,1,False,False,True
EMP_0419,40.0,10.0,83307,No,0,0,0,1,0,1,True,False,False
EMP_0420,45.0,1.0,61839,Yes,1,0,0,0,0,1,True,False,False
EMP_0421,45.0,7.0,67216,No,0,0,1,0,1,0,True,False,False
EMP_0422,45.0,3.0,92953,No,0,0,0,1,0,1,True,False,False
EMP_0423,22.0,1.0,100593,Yes,0,1,0,0,1,0,False,True,False
EMP_0424,30.0,2.0,112075,No,0,0,1,0,1,0,False,False,True
EMP_0425,22.0,1.0,89522,Yes,1,0,0,0,1,0,False,True,False
EMP_0426,35.0,3.0,44886,No,1,0,0,0,0,1,False,True,False
EMP_0427,30.0,2.0,47485,Yes,1,0,0,0,0,1,False,True,False
EMP_0428,50.0,5.0,71455,No,0,1,0,0,0,1,True,False,False
EMP_0429,30.0,2.0,56767,No,0,0,0,1,1,0,True,False,False
EMP_0430,25.0,2.0,68453,No,0,1,0,0,0,1,True,False,False
EMP_0431,25.0,7.0,116280,No,0,0,1,0,0,1,False,False,True
EMP_0432,45.0,1.0,93442,No,1,0,0,0,1,0,True,False,False
EMP_0433,35.0,15.0,91877,Yes,0,1,0,0,1,0,False,False,True
EMP_0434,25.0,10.0,52226,Yes,0,1,0,0,1,0,True,False,False
EMP_0435,22.0,5.0,62588,Yes,0,0,0,1,1,0,True,False,False
EMP_0436,40.0,5.0,118976,Yes,0,0,0,1,1,0,False,True,False
EMP_0437,22.0,10.0,71709,No,1,0,0,0,1,0,False,True,False
EMP_0438,45.0,2.0,87788,No,0,1,0,0,0,1,False,True,False
EMP_0439,40.0,1.0,77019,No,0,1,0,0,1,0,False,False,True
EMP_0440,22.0,2.0,84948,No,0,0,0,1,0,1,False,False,True
EMP_0441,22.0,7.0,105133,No,0,1,0,0,0,1,True,False,False
EMP_0442,33.69500438212095,1.0,106458,No,0,1,0,0,0,1,False,False,True
EMP_0443,30.0,5.0,67526,Yes,0,1,0,0,1,0,True,False,False
EMP_0444,30.0,3.0,113493,No,0,0,0,1,0,1,False,False,True
EMP_0445,45.0,10.0,92198,No,1,0,0,0,1,0,False,False,True
EMP_0446,50.0,3.0,83395,No,0,0,1,0,1,0,False,False,True
EMP_0447,33.69500438212095,1.0,64031,No,1,0,0,0,0,1,False,True,False
EMP_0448,45.0,10.0,115542,No,0,0,1,0,1,0,False,False,True
EMP_0449,30.0,5.0,77701,No,0,1,0,0,0,1,False,True,False
EMP_0450,22.0,1.0,65939,No,1,0,0,0,0,1,False,True,False
EMP_0451,45.0,1.0,89145,No,0,0,1,0,1,0,False,False,True
EMP_0452,35.0,15.0,60324,Yes,0,0,0,1,0,1,True,False,False
EMP_0453,30.0,5.0,62867,No,0,0,0,1,0,1,True,False,False
EMP_0454,50.0,10.0,40203,No,1,0,0,0,0,1,True,False,False
EMP_0455,25.0,10.0,56544,No,1,0,0,0,1,0,False,False,True
EMP_0456,30.0,5.0,55899,No,0,1,0,0,0,1,True,False,False
EMP_0457,22.0,3.0,69063,No,1,0,0,0,1,0,False,True,False
EMP_0458,30.0,3.0,43748,No,0,1,0,0,1,0,True,False,False
EMP_0459,22.0,2.0,106629,No,0,1,0,0,0,1,False,False,True
EMP_0460,25.0,3.0,60884,No,0,0,0,1,0,1,True,False,False
EMP_0461,25.0,7.0,65183,No,0,0,0,1,1,0,False,True,False
EMP_0462,35.0,5.0,111246,Yes,0,0,1,0,1,0,False,False,True
EMP_0463,40.0,10.0,59259,No,0,0,0,1,0,1,True,False,False
EMP_0464,35.0,3.0,75959,Yes,0,0,0,1,0,1,False,False,True
EMP_0465,33.69500438212095,5.0,73457,No,1,0,0,0,1,0,False,False,True
EMP_0466,30.0,5.0,42103,Yes,0,0,0,1,1,0,False,False,True
EMP_0467,25.0,5.0,105901,No,0,0,1,0,1,0,True,False,False
EMP_0468,50.0,7.0,84535,No,1,0,0,0,1,0,False,False,True
EMP_0469,25.0,2.0,56103,No,0,0,1,0,1,0,True,False,False
EMP_0470,33.69500438212095,3.0,118278,No,0,0,0,1,0,1,False,True,False
EMP_0471,22.0,1.0,52391,No,0,0,1,0,1,0,True,False,False
EMP_0472,33.69500438212095,3.0,68901,No,1,0,0,0,1,0,False,True,False
EMP_0473,22.0,3.0,107914,No,0,1,0,0,0,1,True,False,False
EMP_0474,50.0,5.0,90357,No,0,0,1,0,0,1,False,False,True
EMP_0475,35.0,3.0,78437,No,0,0,1,0,1,0,True,False,False
EMP_0476,33.69500438212095,5.0,75503,No,1,0,0,0,1,0,False,False,True
EMP_0477,22.0,7.0,115403,Yes,1,0,0,0,0,1,False,True,False
EMP_0478,35.0,3.0,81258,No,0,0,1,0,1,0,True,False,False
EMP_0479,33.69500438212095,5.0,73724,No,0,0,0,1,1,0,False,False,True
EMP_0480,35.0,1.0,104286,No,0,0,1,0,0,1,False,True,False
EMP_0481,35.0,2.0,114842,No,1,0,0,0,1,0,False,True,False
EMP_0482,40.0,3.0,54908,No,0,1,0,0,0,1,True,False,False
EMP_0483,30.0,3.0,90626,No,0,1,0,0,0,1,False,True,False
EMP_0484,35.0,1.0,77228,No,0,0,0,1,0,1,False,False,True
EMP_0485,35.0,1.0,63386,No,0,0,1,0,0,1,False,True,False
EMP_0486,50.0,2.0,86754,Yes,0,1,0,0,1,0,False,True,False
EMP_0487,22.0,3.0,68302,No,0,0,1,0,0,1,False,False,True
EMP_0488,25.0,2.0,100815,No,1,0,0,0,1,0,False,True,False
EMP_0489,33.69500438212095,3.0,103344,No,0,1,0,0,1,0,False,True,False
EMP_0490,50.0,2.0,75618,No,0,0,0,1,1,0,False,True,False
EMP_0491,30.0,5.0,116234,No,1,0,0,0,1,0,False,True,False
EMP_0492,35.0,2.0,101114,No,0,0,0,1,1,0,False,False,True
EMP_0493,25.0,2.0,110130,No,1,0,0,0,0,1,False,True,False
EMP_0494,25.0,3.0,65525,Yes,0,1,0,0,0,1,False,False,True
EMP_0495,30.0,1.0,119818,No,0,0,0,1,0,1,False,True,False
EMP_0496,30.0,1.0,54334,No,0,0,0,1,0,1,False,True,False
EMP_0497,35.0,2.0,102767,No,1,0,0,0,1,0,False,True,False
EMP_0498,22.0,1.0,46644,Yes,0,0,0,1,0,1,False,True,False
EMP_0499,33.69500438212095,1.0,72933,No,1,0,0,0,1,0,False,False,True
EMP_0500,33.69500438212095,2.0,83469,Yes,1,0,0,0,1,0,False,False,True
EMP_0501,40.0,10.0,73687,No,1,0,0,0,0,1,False,False,True
EMP_0502,35.0,5.0,92656,Yes,1,0,0,0,0,1,True,False,False
EMP_0503,30.0,3.0,57375,No,0,1,0,0,0,1,False,True,False
EMP_0504,45.0,2.0,105206,No,1,0,0,0,0,1,False,True,False
EMP_0505,40.0,15.0,76607,No,0,0,1,0,1,0,False,False,True
EMP_0506,25.0,3.0,63993,No,0,0,0,1,1,0,True,False,False
EMP_0507,50.0,1.0,84386,Yes,0,0,1,0,0,1,False,True,False
EMP_0508,45.0,5.0,86287,No,0,1,0,0,1,0,False,False,True
EMP_0509,50.0,1.0,116312,No,0,0,1,0,1,0,False,True,False
EMP_0510,40.0,2.0,115324,No,0,0,0,1,1,0,False,True,False
EMP_0511,35.0,3.0,111196,Yes,0,0,1,0,0,1,False,False,True
EMP_0512,30.0,10.0,110014,No,0,1,0,0,1,0,False,False,True
EMP_0513,50.0,3.0,48210,No,1,0,0,0,0,1,False,True,False
EMP_0514,50.0,7.0,50922,No,0,0,1,0,0,1,False,True,False
EMP_0515,22.0,3.0,76289,Yes,0,1,0,0,1,0,False,False,True
EMP_0516,22.0,1.0,73340,Yes,0,1,0,0,1,0,False,True,False
EMP_0517,30.0,2.0,79850,No,0,0,0,1,0,1,False,True,False
EMP_0518,45.0,3.0,96984,No,0,0,0,1,1,0,False,False,True
EMP_0519,33.69500438212095,3.0,51094,No,0,0,1,0,1,0,False,True,False
EMP_0520,25.0,3.0,73418,No,1,0,0,0,0,1,False,True,False
EMP_0521,35.0,15.0,45741,No,0,1,0,0,0,1,True,False,False
EMP_0522,30.0,7.0,112374,No,0,0,1,0,0,1,False,False,True
EMP_0523,33.69500438212095,5.0,108798,No,0,1,0,0,0,1,True,False,False
EMP_0524,45.0,2.0,110532,No,0,1,0,0,1,0,True,False,False
EMP_0525,45.0,10.0,62164,Yes,1,0,0,0,1,0,True,False,False
EMP_0526,30.0,3.0,75595,No,1,0,0,0,0,1,False,True,False
EMP_0527,30.0,10.0,70257,No,0,0,1,0,0,1,False,True,False
EMP_0528,25.0,1.0,54211,No,1,0,0,0,0,1,True,False,False
EMP_0529,22.0,5.0,45232,No,1,0,0,0,1,0,True,False,False
EMP_0530,50.0,1.0,107753,Yes,0,0,1,0,0,1,True,False,False
EMP_0531,45.0,2.0,92691,No,1,0,0,0,1,0,False,True,False
EMP_0532,33.69500438212095,1.0,119768,No,0,0,0,1,0,1,True,False,False
EMP_0533,33.69500438212095,5.0,65613,No,0,1,0,0,0,1,True,False,False
EMP_0534,35.0,5.0,54026,No,0,1,0,0,0,1,False,False,True
EMP_0535,45.0,1.0,93535,Yes,0,1,0,0,1,0,False,False,True
EMP_0536,50.0,3.0,70908,No,0,1,0,0,1,0,False,True,False
EMP_0537,45.0,3.0,92113,Yes,0,0,1,0,1,0,False,False,True
EMP_0538,25.0,3.0,59610,No,0,1,0,0,0,1,False,False,True
EMP_0539,30.0,1.0,86646,No,0,1,0,0,1,0,False,False,True
EMP_0540,25.0,3.0,103185,No,0,1,0,0,1,0,False,True,False
EMP_0541,33.69500438212095,7.0,112567,No,0,1,0,0,0,1,False,False,True
EMP_0542,35.0,1.0,87574,No,0,0,0,1,0,1,False,True,False
EMP_0543,25.0,1.0,76182,No,0,1,0,0,1,0,True,False,False
EMP_0544,40.0,3.0,40570,No,0,0,0,1,1,0,False,False,True
EMP_0545,35.0,15.0,59288,No,0,0,1,0,1,0,False,True,False
EMP_0546,30.0,5.0,118824,No,1,0,0,0,1,0,False,False,True
EMP_0547,25.0,5.0,69877,No,0,1,0,0,0,1,True,False,False
EMP_0548,40.0,3.0,40917,No,1,0,0,0,0,1,False,True,False
EMP_0549,35.0,5.0,115602,Yes,1,0,0,0,0,1,False,True,False
EMP_0550,45.0,1.0,104575,No,0,0,1,0,1,0,False,True,False
EMP_0551,35.0,5.0,112518,Yes,1,0,0,0,1,0,True,False,False
EMP_0552,50.0,15.0,79104,No,0,0,0,1,0,1,True,False,False
EMP_0553,35.0,5.0,58062,Yes,1,0,0,0,0,1,True,False,False
EMP_0554,35.0,10.0,56999,No,1,0,0,0,1,0,False,True,False
EMP_0555,50.0,7.0,101845,No,1,0,0,0,1,0,True,False,False
EMP_0556,30.0,1.0,49941,No,0,1,0,0,0,1,False,False,True
EMP_0557,25.0,15.0,101169,No,0,1,0,0,0,1,True,False,False
EMP_0558,22.0,1.0,63470,No,0,0,0,1,0,1,False,True,False
EMP_0559,45.0,3.0,99821,No,0,0,0,1,1,0,False,False,True
EMP_0560,35.0,1.0,84435,No,0,1,0,0,1,0,True,False,False
EMP_0561,40.0,1.0,44529,Yes,0,0,0,1,1,0,False,False,True
EMP_0562,25.0,3.0,52192,No,0,1,0,0,1,0,False,False,True
EMP_0563,25.0,2.0,114102,No,0,0,1,0,1,0,False,True,False
EMP_0564,22.0,3.0,112762,No,1,0,0,0,1,0,False,False,True
EMP_0565,30.0,5.0,74087,No,1,0,0,0,0,1,False,False,True
EMP_0566,35.0,1.0,106677,No,0,0,0,1,0,1,False,True,False
EMP_0567,30.0,1.0,44627,Yes,0,1,0,0,1,0,False,True,False
EMP_0568,30.0,5.0,96541,No,0,1,0,0,0,1,False,True,False
EMP_0569,50.0,2.0,108226,No,0,0,0,1,1,0,False,False,True
EMP_0570,30.0,7.0,43255,No,0,1,0,0,0,1,False,False,True
EMP_0571,35.0,5.0,97433,No,0,0,1,0,1,0,False,False,True
EMP_0572,45.0,10.0,45213,No,1,0,0,0,0,1,False,True,False
EMP_0573,30.0,5.0,59404,No,0,0,0,1,0,1,True,False,False
EMP_0574,35.0,3.0,65380,No,0,0,0,1,1,0,False,False,True
EMP_0575,50.0,5.0,59173,Yes,0,1,0,0,1,0,True,False,False
EMP_0576,50.0,2.0,93027,No,0,0,0,1,0,1,False,True,False
EMP_0577,25.0,2.0,63989,No,0,0,1,0,0,1,False,False,True
EMP_0578,50.0,7.0,64519,No,0,1,0,0,1,0,True,False,False
EMP_0579,30.0,3.0,62439,No,0,1,0,0,0,1,False,False,True
EMP_0580,25.0,7.0,116949,Yes,0,1,0,0,1,0,False,False,True
EMP_0581,30.0,10.0,54995,Yes,0,1,0,0,1,0,False,False,True
EMP_0582,33.69500438212095,10.0,63559,No,0,0,1,0,0,1,True,False,False
EMP_0583,30.0,15.0,45021,Yes,0,1,0,0,1,0,False,True,False
EMP_0584,30.0,3.0,61119,No,0,0,0,1,0,1,False,False,True
EMP_0585,35.0,2.0,91539,Yes,0,0,1,0,0,1,False,True,False
EMP_0586,25.0,5.0,79350,Yes,1,0,0,0,1,0,False,True,False
EMP_0587,22.0,3.0,86223,No,1,0,0,0,0,1,True,False,False
EMP_0588,25.0,5.0,65517,No,0,0,0,1,1,0,True,False,False
EMP_0589,25.0,7.0,118653,No,0,0,0,1,1,0,False,True,False
EMP_0590,25.0,5.0,62250,No,0,0,1,0,1,0,False,False,True
EMP_0591,25.0,3.0,106798,No,1,0,0,0,0,1,True,False,False
EMP_0592,35.0,2.0,94199,No,1,0,0,0,1,0,False,False,True
EMP_0593,25.0,3.0,99546,No,1,0,0,0,0,1,False,False,True
EMP_0594,30.0,1.0,43327,No,1,0,0,0,1,0,False,False,True
EMP_0595,50.0,10.0,69768,Yes,1,0,0,0,1,0,False,True,False
EMP_0596,30.0,2.0,104418,No,0,1,0,0,1,0,False,False,True
EMP_0597,40.0,2.0,82788,No,0,0,0,1,0,1,False,True,False
EMP_0598,25.0,1.0,86830,No,0,1,0,0,0,1,False,True,False
EMP_0599,25.0,5.0,92446,No,1,0,0,0,1,0,False,False,True
EMP_0600,22.0,5.0,55160,No,0,0,1,0,1,0,False,False,True
EMP_0601,25.0,2.0,96583,No,0,0,1,0,0,1,False,False,True
EMP_0602,25.0,1.0,73998,No,1,0,0,0,0,1,False,False,True
EMP_0603,25.0,3.0,67230,No,1,0,0,0,0,1,False,True,False
EMP_0604,22.0,2.0,49076,No,0,0,1,0,1,0,False,False,True
EMP_0605,25.0,5.0,109341,No,0,1,0,0,0,1,False,False,True
EMP_0606,30.0,5.0,71085,No,0,1,0,0,1,0,False,True,False
EMP_0607,25.0,3.0,95571,No,1,0,0,0,0,1,True,False,False
EMP_0608,30.0,2.0,54715,Yes,0,1,0,0,1,0,True,False,False
EMP_0609,35.0,3.0,45750,Yes,0,0,1,0,1,0,False,True,False
EMP_0610,40.0,3.0,118768,No,0,1,0,0,1,0,True,False,False
EMP_0611,22.0,5.0,75903,No,1,0,0,0,0,1,False,True,False
EMP_0612,45.0,1.0,112489,No,0,0,1,0,0,1,False,False,True
EMP_0613,35.0,3.0,72093,No,0,1,0,0,0,1,False,False,True
EMP_0614,22.0,1.0,74314,No,0,0,0,1,1,0,True,False,False
EMP_0615,50.0,3.0,88225,No,0,0,1,0,1,0,False,False,True
EMP_0616,50.0,3.0,75179,No,0,0,1,0,0,1,True,False,False
EMP_0617,22.0,3.0,65338,Yes,0,0,0,1,1,0,True,False,False
EMP_0618,25.0,1.0,109681,No,0,0,0,1,1,0,False,False,True
EMP_0619,45.0,1.0,72101,Yes,0,0,1,0,1,0,False,False,True
EMP_0620,40.0,3.0,42775,No,0,0,0,1,0,1,True,False,False
EMP_0621,25.0,2.0,85619,No,1,0,0,0,1,0,False,False,True
EMP_0622,25.0,1.0,85838,No,1,0,0,0,0,1,False,True,False
EMP_0623,30.0,7.0,59539,No,1,0,0,0,0,1,False,False,True
EMP_0624,30.0,3.0,97124,No,0,0,1,0,0,1,False,False,True
EMP_0625,35.0,2.0,105149,No,0,0,0,1,0,1,False,True,False
EMP_0626,30.0,15.0,66616,Yes,0,0,0,1,0,1,False,False,True
EMP_0627,30.0,1.0,119655,No,0,1,0,0,1,0,False,False,True
EMP_0628,40.0,3.0,94567,No,0,1,0,0,0,1,True,False,False
EMP_0629,22.0,2.0,77099,No,0,0,0,1,0,1,False,False,True
EMP_0630,25.0,10.0,115831,No,0,0,0,1,0,1,False,False,True
EMP_0631,40.0,5.0,101799,Yes,0,0,0,1,1,0,False,True,False
EMP_0632,50.0,10.0,65479,Yes,0,0,1,0,1,0,True,False,False
EMP_0633,35.0,3.0,86172,No,0,0,0,1,1,0,True,False,False
EMP_0634,35.0,2.0,95863,No,0,1,0,0,1,0,True,False,False
EMP_0635,25.0,3.0,82043,No,0,0,1,0,0,1,False,False,True
EMP_0636,30.0,3.0,55408,No,0,0,0,1,0,1,True,False,False
EMP_0637,35.0,3.0,97980,No,0,1,0,0,1,0,False,True,False
EMP_0638,25.0,2.0,56351,No,0,0,1,0,1,0,True,False,False
EMP_0639,25.0,3.0,44131,No,0,0,0,1,1,0,False,True,False
EMP_0640,30.0,2.0,84825,No,0,0,0,1,1,0,True,False,False
EMP_0641,22.0,5.0,51349,No,0,0,0,1,0,1,True,False,False
EMP_0642,30.0,3.0,100931,No,0,0,1,0,1,0,False,True,False
EMP_0643,25.0,7.0,84254,Yes,0,1,0,0,1,0,True,False,False
EMP_0644,30.0,10.0,78225,No,0,1,0,0,1,0,True,False,False
EMP_0645,25.0,3.0,52453,No,1,0,0,0,1,0,True,False,False
EMP_0646,50.0,2.0,58814,No,0,0,0,1,1,0,False,False,True
EMP_0647,35.0,2.0,58263,Yes,1,0,0,0,1,0,False,True,False
EMP_0648,40.0,2.0,117694,No,1,0,0,0,1,0,True,False,False
EMP_0649,45.0,1.0,55735,Yes,0,1,0,0,0,1,False,True,False
EMP_0650,30.0,2.0,55830,Yes,0,0,1,0,0,1,False,True,False
EMP_0651,22.0,2.0,87893,No,0,0,1,0,0,1,False,True,False
EMP_0652,35.0,3.0,84673,No,0,1,0,0,0,1,True,False,False
EMP_0653,35.0,5.0,85066,No,0,0,1,0,0,1,True,False,False
EMP_0654,40.0,2.0,43373,No,1,0,0,0,0,1,False,True,False
EMP_0655,30.0,5.0,50335,Yes,0,0,0,1,1,0,False,False,True
EMP_0656,25.0,1.0,63741,No,0,1,0,0,1,0,False,True,False
EMP_0657,25.0,3.0,50692,No,0,0,0,1,0,1,False,False,True
EMP_0658,30.0,5.0,87295,No,0,0,1,0,1,0,False,True,False
EMP_0659,35.0,3.0,85541,No,0,0,0,1,0,1,False,True,False
EMP_0660,35.0,3.0,74057,No,0,0,1,0,1,0,False,True,False
EMP_0661,30.0,3.0,106983,No,0,0,1,0,1,0,True,False,False
EMP_0662,33.69500438212095,10.0,59583,Yes,1,0,0,0,1,0,False,False,True
EMP_0663,35.0,5.0,62765,No,0,0,1,0,1,0,False,False,True
EMP_0664,25.0,5.0,99287,No,1,0,0,0,1,0,False,True,False
EMP_0665,25.0,5.0,63906,Yes,1,0,0,0,1,0,True,False,False
EMP_0666,25.0,2.0,119675,No,1,0,0,0,0,1,True,False,False
EMP_0667,25.0,3.0,86525,No,0,1,0,0,0,1,False,False,True
EMP_0668,25.0,1.0,78230,No,0,1,0,0,1,0,True,False,False
EMP_0669,25.0,3.0,59520,Yes,0,0,1,0,0,1,False,False,True
EMP_0670,25.0,3.0,91934,No,1,0,0,0,1,0,False,False,True
EMP_0671,25.0,2.0,65566,No,0,1,0,0,0,1,False,False,True
EMP_0672,50.0,3.0,113193,No,1,0,0,0,1,0,True,False,False
EMP_0673,22.0,15.0,70134,No,0,0,0,1,0,1,False,False,True
EMP_0674,35.0,7.0,50345,No,0,0,0,1,1,0,False,False,True
EMP_0675,30.0,3.0,81185,No,0,0,0,1,0,1,False,True,False
EMP_0676,33.69500438212095,10.0,110744,No,0,0,1,0,1,0,False,False,True
EMP_0677,25.0,1.0,73455,No,1,0,0,0,0,1,False,False,True
EMP_0678,30.0,7.0,68018,No,0,0,0,1,1,0,False,True,False
EMP_0679,33.69500438212095,1.0,94219,No,0,1,0,0,1,0,False,True,False
EMP_0680,50.0,7.0,85991,Yes,0,0,0,1,1,0,True,False,False
EMP_0681,45.0,2.0,113616,No,0,0,0,1,0,1,False,False,True
EMP_0682,25.0,10.0,49486,No,0,0,0,1,0,1,True,False,False
EMP_0683,25.0,15.0,78862,No,0,0,1,0,0,1,True,False,False
EMP_0684,40.0,1.0,98870,No,0,1,0,0,1,0,False,True,False
EMP_0685,50.0,3.0,83856,No,1,0,0,0,0,1,True,False,False
EMP_0686,35.0,3.0,71379,No,0,1,0,0,1,0,False,False,True
EMP_0687,35.0,3.0,104729,No,1,0,0,0,0,1,False,True,False
EMP_0688,25.0,10.0,68378,No,0,0,1,0,0,1,False,False,True
EMP_0689,45.0,5.0,94353,No,0,0,1,0,0,1,False,False,True
EMP_0690,25.0,3.0,89996,No,0,0,1,0,0,1,False,True,False
EMP_0691,30.0,2.0,54031,No,0,0,1,0,1,0,False,False,True
EMP_0692,30.0,2.0,105982,No,1,0,0,0,0,1,False,True,False
EMP_0693,35.0,7.0,76683,No,0,0,0,1,0,1,False,False,True
EMP_0694,25.0,3.0,57618,No,1,0,0,0,1,0,False,True,False
EMP_0695,25.0,3.0,46587,No,0,1,0,0,1,0,True,False,False
EMP_0696,35.0,3.0,102790,No,0,0,1,0,0,1,False,False,True
EMP_0697,25.0,5.0,71480,No,0,0,1,0,0,1,False,True,False
EMP_0698,35.0,10.0,60527,No,0,1,0,0,1,0,False,False,True
EMP_0699,25.0,3.0,63569,No,1,0,0,0,1,0,False,False,True
EMP_0700,30.0,3.0,51151,Yes,0,0,0,1,1,0,False,False,True
EMP_0701,35.0,10.0,111094,No,0,0,0,1,0,1,False,True,False
EMP_0702,22.0,7.0,99174,No,0,1,0,0,0,1,True,False,False
EMP_0703,30.0,5.0,84739,No,0,0,0,1,0,1,True,False,False
EMP_0704,25.0,3.0,72954,No,1,0,0,0,1,0,True,False,False
EMP_0705,22.0,2.0,75303,No,1,0,0,0,1,0,False,True,False
EMP_0706,33.69500438212095,1.0,74700,No,0,1,0,0,1,0,True,False,False
EMP_0707,30.0,10.0,107568,No,1,0,0,0,0,1,False,True,False
EMP_0708,45.0,3.0,106788,No,0,0,1,0,1,0,False,False,True
EMP_0709,25.0,10.0,111045,Yes,0,1,0,0,0,1,False,False,True
EMP_0710,40.0,10.0,77842,No,1,0,0,0,1,0,True,False,False
EMP_0711,45.0,1.0,53900,No,0,1,0,0,0,1,False,True,False
EMP_0712,35.0,10.0,41881,No,0,0,0,1,0,1,False,False,True
EMP_0713,30.0,3.0,73037,No,1,0,0,0,1,0,False,True,False
EMP_0714,30.0,3.0,41630,No,0,0,1,0,0,1,False,True,False
EMP_0715,30.0,5.0,60789,No,1,0,0,0,1,0,False,False,True
EMP_0716,50.0,15.0,86151,No,0,1,0,0,0,1,False,True,False
EMP_0717,45.0,1.0,88920,No,0,1,0,0,1,0,False,False,True
